name,coe,unit,departmentname,announcementyear
伸縮膜(LLDPE),3.69,公斤(kg),環境部,2023
苯乙烯-乙烯/丁烯-苯乙烯熱塑性彈性體,4.74,公斤(kg),環境部,2023
標籤紙(PET),0.0135,張,環境部,2023
高密度聚乙烯(HDPE),2.21,公斤(kg),環境部,2023
聚丙烯(PP),1.95,公斤(kg),環境部,2023
紙棧板,1.01,公斤(kg),環境部,2023
角紙,1.02,公斤(kg),環境部,2023
裱面紙板,1.6,公斤(kg),環境部,2023
瓦楞芯紙,0.988,公斤(kg),環境部,2023
牛皮紙,1.22,公斤(kg),環境部,2023
瓦楞紙板(B楞),0.813,公斤(kg),環境部,2023
瓦楞紙板(A楞),1.06,公斤(kg),環境部,2023
瓦楞紙板(AB楞),1.3,公斤(kg),環境部,2023
單層瓦楞紙箱(加權平均),1.1,平方公尺(m2),環境部,2023
單層瓦楞紙箱(B楞，貼箱),1.03,平方公尺(m2),環境部,2023
單層瓦楞紙箱(B楞，釘箱),0.895,平方公尺(m2),環境部,2023
單層瓦楞紙箱(A楞，貼箱),1.11,平方公尺(m2),環境部,2023
單層瓦楞紙箱(A楞，釘箱),1.21,平方公尺(m2),環境部,2023
雙層瓦楞紙箱(AB楞，加權平均),1.46,平方公尺(m2),環境部,2023
雙層瓦楞紙箱(AB楞，貼箱),1.33,平方公尺(m2),環境部,2023
雙層瓦楞紙箱(AB楞，釘箱),1.69,平方公尺(m2),環境部,2023
濃硫酸,0.289,公斤(kg),環境部,2023
偏矽酸鈉,0.887,公斤(kg),環境部,2023
AOS界面活性劑,1.4,公斤(kg),環境部,2023
硫酸酯鹽界面活性劑,1.06,公斤(kg),環境部,2023
焊帶(太陽光電模組材料),12,公斤(kg),經濟部標準檢驗局,2023
單結晶矽電池太陽光電模組(60片6吋)-半切割型(120子片),377,片,經濟部標準檢驗局,2023
太陽光電電場發電,0.00961,度(kwh),經濟部標準檢驗局,2023
潤滑油(未燃燒，2021),1.09,公斤(kg),環境部,2023
煤油(未燃燒，2021),0.353,公升(L),環境部,2023
煤油使用(2021),2.91,公升(L),環境部,2023
液化石油氣(未燃燒，2021),0.453,公升(L),環境部,2023
液化石油氣(於固定源使用，2021),2.21,公升(L),環境部,2023
天然氣(於固定源使用，2021),2.63,立方公尺(m3),環境部,2023
天然氣(未燃燒，2021),0.519,立方公尺(m3),環境部,2023
車用汽油(於移動源使用，2021),2.92,公升(L),環境部,2023
車用汽油(於固定源使用，2021),2.88,公升(L),環境部,2023
車用汽油(未燃燒，2021),0.604,公升(L),環境部,2023
柴油(於捕撈移動源使用，2021),3.29,公升(L),環境部,2023
柴油(於水路運輸移動源使用，2021),3.3,公升(L),環境部,2023
柴油(於鐵路運輸與非道路運輸移動源使用，2021),3.56,公升(L),環境部,2023
柴油(於公路運輸移動源使用，2021),3.32,公升(L),環境部,2023
柴油(於固定源使用，2021),3.29,公升(L),環境部,2023
柴油(未燃燒，2021),0.673,公升(L),環境部,2023
燃料油未燃燒(蒸餘油/重油未燃燒，2021),0.764,公升(L),環境部,2023
燃料油使用(蒸餘油/重油使用，2021),3.88,公升(L),環境部,2023
電力間接碳足跡(2021),0.0973,度(kwh),環境部,2023
電力碳足跡(2021),0.606,度(kwh),環境部,2023
臺北自來水(2020),0.0948,立方公尺(m3),環境部,2022
臺灣自來水(2020),0.233,立方公尺(m3),環境部,2022
國際海運貨物運輸服務(本國籍貨櫃船，歐美長程航線),0.0649,每個20呎標準貨櫃-每公里(TEU-km),環境部,2022
營業小貨車(汽油),0.683,延噸公里(tkm),環境部,2022
營業小貨車(柴油),0.587,延噸公里(tkm),環境部,2022
營業大貨車(柴油),0.131,延噸公里(tkm),環境部,2022
乙二醇,1.81,公斤(kg),環境部,2022
通用級聚苯乙烯(GPPS),2.74,公斤(kg),環境部,2022
氯乙烯單體(VCM),2.26,公斤(kg),環境部,2022
對苯二甲酸(PTA),1.87,公斤(kg),環境部,2022
聚對苯二甲酸乙二酯(PET),2.74,公斤(kg),環境部,2022
太陽能LED燈具,447,盞,環境部,2022
甘蔗吸管,0.00478,支,環境部,2022
PET隔熱膜(2019),9.76,平方公尺(m2),環境部,2022
PET隔熱膜(2017),17.1,平方公尺(m2),環境部,2022
團體膳食服務(不區分供應的對象) (2019),1.29,每人每餐,環境部,2022
團體膳食服務(不區分供應的對象) (2018),3.97,每人每餐,環境部,2022
氟化鈣污泥處理服務(物理處理),336,公噸(mt),中聯資源股份有限公司,2022
人造螢石(太空袋裝),584,袋,中聯資源股份有限公司,2022
鋁錠(散裝),189,公噸(mt),中聯資源股份有限公司,2022
鋁錐(太空袋裝),724,袋,中聯資源股份有限公司,2022
礦物細料(石灰質細料，散裝),32.4,公噸(mt),中聯資源股份有限公司,2022
鐵渣(煤灰礦泥拌合料，散裝),4.61,公噸(mt),中聯資源股份有限公司,2022
轉爐石細料(散裝),14.8,公噸(mt),中聯資源股份有限公司,2022
瀝青鋪面用粒料(散裝),9.56,公噸(mt),中聯資源股份有限公司,2022
氣冷高爐石級配料(散裝),4.98,公噸(mt),中聯資源股份有限公司,2022
氣冷轉爐石級配料(散裝),5.77,公噸(mt),中聯資源股份有限公司,2022
地質改良處理劑(50公斤，紙袋裝),18.2,包,中聯資源股份有限公司,2022
地質改良處理劑(太空袋裝),363,袋,中聯資源股份有限公司,2022
地質改良處理劑(散裝),359,公噸(mt),中聯資源股份有限公司,2022
新型高爐水泥(50公斤，紙袋裝),25.6,包,中聯資源股份有限公司,2022
卜特蘭高爐爐碴水泥(太空袋裝),573,袋,中聯資源股份有限公司,2022
卜特蘭高爐爐碴水泥(散裝),604,公噸(mt),中聯資源股份有限公司,2022
飛灰爐石粉(散裝),46.8,公噸(mt),中聯資源股份有限公司,2022
混凝土及水泥砂漿用水淬高爐爐碴粉(太空袋裝),59.3,袋,中聯資源股份有限公司,2022
混凝土及水泥砂漿用水淬高爐爐碴粉(散裝，含轉運),61.3,公噸(mt),中聯資源股份有限公司,2022
混凝土及水泥砂漿用水淬高爐爐碴粉(散裝，不含轉運),58.9,公噸(mt),中聯資源股份有限公司,2022
預拌混凝土(350kgf/cm2，飛灰爐石替代率50％),244,立方公尺(m3),亞東預拌混凝土股份有限公司,2022
預拌混凝土(350kgf/cm2，飛灰爐石替代率30％),341,立方公尺(m3),亞東預拌混凝土股份有限公司,2022
預拌混凝土(280kgf/cm2，飛灰爐石替代率50％),214,立方公尺(m3),亞東預拌混凝土股份有限公司,2022
預拌混凝土(280kgf/cm2，飛灰爐石替代率30％),301,立方公尺(m3),亞東預拌混凝土股份有限公司,2022
精製細砂(25公斤),28.9,公斤(kg),台灣糖業股份有限公司小港廠,2022
精製特砂(50公斤),57.7,公斤(kg),台灣糖業股份有限公司小港廠,2022
精製特砂(25公斤),28.9,公斤(kg),台灣糖業股份有限公司小港廠,2022
精製二砂(25公斤),28.9,公斤(kg),台灣糖業股份有限公司小港廠,2022
轉化液糖(20公噸),23800,公噸(mt),台灣糖業股份有限公司小港廠,2022
特製液糖(20公噸),23800,公噸(mt),台灣糖業股份有限公司小港廠,2022
單結晶矽電池BIPV鋼板太陽光電模組(24片6吋),182,片,經濟部標準檢驗局,2022
單結晶矽電池(6吋),5.9,片,經濟部標準檢驗局,2022
玻璃容器,1.15,公斤(kg),環境部,2022
氮氣，99.9999％,0.123,公斤(kg),環境部,2022
氫氧化鈉，32％,0.667,公斤(kg),環境部,2022
氫氧化鈉，45％,0.675,公斤(kg),環境部,2022
潤滑油(未燃燒，2020),1.09,公斤(kg),環境部,2022
煤油(未燃燒，2020),0.411,公升(L),環境部,2022
煤油使用(2020),2.98,公升(L),環境部,2022
液化石油氣(未燃燒，2020),0.467,公升(L),環境部,2022
液化石油氣(於固定源使用，2020),2.22,公升(L),環境部,2022
天然氣(未燃燒，2020),0.516,立方公尺(m3),環境部,2022
天然氣(於固定源使用，2020),2.63,立方公尺(m3),環境部,2022
車用汽油(於移動源使用，2020),3.01,公升(L),環境部,2022
車用汽油(於固定源使用，2020),2.93,公升(L),環境部,2022
車用汽油(未燃燒，2020),0.657,公升(L),環境部,2022
柴油（於捕撈移動源使用，2020）,3.35,公升(L),環境部,2022
柴油（於水路運輸移動源使用，2020）,3.36,公升(L),環境部,2022
柴油（於鐵路運輸與非道路運輸移動源使用，2020）,3.61,公升(L),環境部,2022
柴油(於公路運輸移動源使用，2020),3.38,公升(L),環境部,2022
柴油(於固定源使用，2020),3.34,公升(L),環境部,2022
柴油(未燃燒，2020),0.73,公升(L),環境部,2022
燃料油未燃燒(蒸餘油/重油未燃燒，2020),0.829,公升(L),環境部,2022
燃料油使用(蒸餘油/重油使用，2020),3.95,公升(L),環境部,2022
電力間接碳足跡(2020),0.0882,度(kwh),環境部,2022
電力碳足跡(2020),0.59,度(kwh),環境部,2022
氫氧化鈣(熟石灰),1.59,公斤(kg),環境部,2021
精鹽（食用鹽）,0.0688,公斤(kg),環境部,2021
液化石油氣(於固定源使用，2019),2.22,公升(L),環境部,2021
聚醯胺絲,9.31,公斤(kg),環境部,2021
柴油（於鐵路運輸與非道路運輸移動源使用，2019）,3.61,公升(L),環境部,2021
天然氣(未燃燒，2019),0.451,立方公尺(m3),環境部,2021
聚氯乙烯,3.02,公斤(kg),環境部,2021
柴油(於公路運輸移動源使用，2019),3.38,公升(L),環境部,2021
天然氣(於固定源使用，2019),2.56,立方公尺(m3),環境部,2021
車用汽油(於移動源使用，2019),3.02,公升(L),環境部,2021
潤滑油(未燃燒，2019),1.02,公斤(kg),環境部,2021
車用汽油(於固定源使用，2019),2.93,公升(L),環境部,2021
柴油(於固定源使用，2019),3.35,公升(L),環境部,2021
車用汽油(未燃燒，2019),0.66,公升(L),環境部,2021
柴油(未燃燒，2019),0.733,公升(L),環境部,2021
燃料油未燃燒(蒸餘油/重油未燃燒，2019),0.832,公升(L),環境部,2021
柴油（於捕撈移動源使用，2019）,3.36,公升(L),環境部,2021
煤油(未燃燒，2019),0.413,公升(L),環境部,2021
燃料油使用(蒸餘油/重油使用，2019),3.95,公升(L),環境部,2021
煤油使用(2019),2.98,公升(L),環境部,2021
柴油（於水路運輸移動源使用，2019）,3.36,公升(L),環境部,2021
液化石油氣(未燃燒，2019),0.467,公升(L),環境部,2021
電力間接碳足跡 (2019),0.0923,度(kwh),環境部,2021
電力碳足跡(2019),0.601,度(kwh),環境部,2021
鳳梨酥,0.194,顆,舊振南食品股份有限公司,2020
銀行臨櫃服務,1.41,每服務人次,第一商業銀行股份有限公司,2020
洗潔精(4830ml),5.94,瓶,耐斯企業股份有限公司,2020
洗潔精(965ml),1.32,瓶,耐斯企業股份有限公司,2020
人身保險服務,8.05,件,南山人壽保險股份有限公司,2020
PVC膠帶(0.13mm*18mm*16M),0.28,卷,地球綜合工業股份有限公司,2020
OPP膠帶(0.043mm*48mm*80M),0.97,卷,地球綜合工業股份有限公司,2020
PVC膠帶(0.17mm*48mm*12M),0.78,卷,地球綜合工業股份有限公司,2020
OPP膠帶(0.04mm*48mm*35M),0.52,卷,地球綜合工業股份有限公司,2020
信用卡,0.873,張,玉山商業銀行股份有限公司,2020
環保抽取式衛生紙,0.279,包,正隆股份有限公司竹北廠,2020
抽取式衛生紙,0.402,包,正隆股份有限公司竹北廠,2020
環保抽取式擦手紙巾,0.739,包,正隆股份有限公司竹北廠,2020
廢(污)水處理服務(科技部南部科學園區高雄園區污水處理廠),0.3,立方公尺(m3),惠民實業股份有限公司,2020
廢(污)水處理服務(科技部新竹科學工業園區管理局竹南園區污水處理廠),0.553,立方公尺(m3),中欣行股份有限公司,2020
廢(污)水處理服務(羅東地區水資源回收中心),0.34,立方公尺(m3),山林水環境工程股份有限公司,2020
郵局郵件遞送服務,0.205,公克(g),中華郵政股份有限公司,2020
多孔隙瀝青混凝土(混和料比例3.3％),0.134,公斤(kg),公路總局西部濱海公路南區臨時工程處,2020
粗級配瀝青混凝土(混和料比例2.9％),0.129,公斤(kg),公路總局西部濱海公路南區臨時工程處,2020
密級配瀝青混凝土(混和料比例2.9％),0.129,公斤(kg),公路總局西部濱海公路南區臨時工程處,2020
早強預拌混凝土(420 kgf/cm2),370,立方公尺(m3),公路總局西部濱海公路南區臨時工程處,2020
預力梁用預拌混凝土(350 kgf/cm2),407,立方公尺(m3),公路總局西部濱海公路南區臨時工程處,2020
自充填預拌混凝土(350 kgf/cm2),375,立方公尺(m3),公路總局西部濱海公路南區臨時工程處,2020
預拌混凝土(280 kgf/cm2),338,立方公尺(m3),公路總局西部濱海公路南區臨時工程處,2020
預拌混凝土(245 kgf/cm2),252,立方公尺(m3),公路總局西部濱海公路南區臨時工程處,2020
預拌水中混凝土(210 kgf/cm2),346,立方公尺(m3),公路總局西部濱海公路南區臨時工程處,2020
預拌混凝土(210 kgf/cm2),238,立方公尺(m3),公路總局西部濱海公路南區臨時工程處,2020
預拌混凝土(175 kgf/cm2),224,立方公尺(m3),公路總局西部濱海公路南區臨時工程處,2020
預拌混凝土(140 kgf/cm2),200,立方公尺(m3),公路總局西部濱海公路南區臨時工程處,2020
鋼筋混凝土用鋼筋(SD420W),0.834,公斤(kg),公路總局西部濱海公路南區臨時工程處,2020
鋼筋混凝土用鋼筋(SD280W),0.835,公斤(kg),公路總局西部濱海公路南區臨時工程處,2020
卜特蘭水泥(Ⅱ型),0.981,公斤(kg),公路總局西部濱海公路南區臨時工程處,2020
黑咖啡,0.304,杯,環境部,2020
包裝飲用水(1460ml，PET包裝),0.253,瓶,泰山企業股份有限公司,2020
包裝飲用水(600ml，PET包裝),0.121,瓶,泰山企業股份有限公司,2020
再生高壓透水混凝土地磚(30cm*30cm*6cm),2.65,片,健源有限公司,2020
再生高壓透水混凝土地磚(20cm*20cm*6cm),1.18,片,健源有限公司,2020
再生高壓透水混凝土地磚(20cm*10cm*6cm),0.59,片,健源有限公司,2020
高壓透水混凝土地磚(30cm*30cm*6cm),2.38,片,健源有限公司,2020
高壓透水混凝土地磚(20cm*20cm*6cm),1.06,片,健源有限公司,2020
高壓透水混凝土地磚(20cm*10cm*6cm),0.53,片,健源有限公司,2020
多結晶矽電池太陽光電模組(72片6吋),336,片,經濟部標準檢驗局,2020
單結晶矽電池太陽光電模組(72片6吋),465,片,經濟部標準檢驗局,2020
優格,4.33,公斤(kg),衛生福利部食品藥物管理署,2020
麥芽調味乳,3.31,公升(L),衛生福利部食品藥物管理署,2020
溫度米(台梗16號),3,包,環境部,2020
廢棄物焚化處理服務(岡山垃圾焚化廠),360,公噸(mt),環境部,2020
海苔,0.075,包,環境部,2020
精華霜,0.55,罐,環境部,2020
聚酯棉,4.45,公斤(kg),環境部,2020
聚酯粒,4.09,公斤(kg),環境部,2020
聚丙烯腈棉,4.36,公斤(kg),環境部,2020
發泡聚苯乙烯,2.31,公斤(kg),環境部,2020
氯氣,1.36,公斤(kg),環境部,2020
耐衝擊聚苯乙烯(HIPS),2.55,公斤(kg),環境部,2020
廢溶劑蒸餾回收處理服務,0.212,公斤(kg),環境部,2020
有害事業廢棄物固化處理服務,130,公噸(mt),環境部,2020
甲基丙烯酸甲酯,3.99,公斤(kg),環境部,2020
線性低密度聚乙烯(LLDPE),2.02,公斤(kg),環境部,2020
潤滑油(未燃燒，2018),1.02,公斤(kg),環境部,2020
煤油(未燃燒，2018),0.403,公升(L),環境部,2020
煤油使用(2018),2.97,公升(L),環境部,2020
液化石油氣(未燃燒，2018),0.491,公升(L),環境部,2020
液化石油氣(於固定源使用，2018),2.25,公升(L),環境部,2020
天然氣(未燃燒，2018),0.469,立方公尺(m3),環境部,2020
天然氣(於固定源使用，2018),2.58,立方公尺(m3),環境部,2020
車用汽油(於移動源使用，2018),3.01,公升(L),環境部,2020
車用汽油(於固定源使用，2018),2.92,公升(L),環境部,2020
車用汽油(未燃燒，2018),0.65,公升(L),環境部,2020
柴油（於捕撈移動源使用，2018）,3.35,公升(L),環境部,2020
柴油（於水路運輸移動源使用，2018）,3.36,公升(L),環境部,2020
柴油（於鐵路運輸與非道路運輸移動源使用，2018）,3.6,公升(L),環境部,2020
柴油(於公路運輸移動源使用，2018),3.37,公升(L),環境部,2020
柴油(於固定源使用，2018),3.34,公升(L),環境部,2020
柴油(未燃燒，2018),0.724,公升(L),環境部,2020
燃料油未燃燒(蒸餘油/重油未燃燒，2018),0.822,公升(L),環境部,2020
燃料油使用(蒸餘油/重油使用，2018),3.94,公升(L),環境部,2020
電力間接碳足跡(2018),0.109,度(kwh),環境部,2020
電力碳足跡(2018),0.642,度(kwh),環境部,2020
瓶裝水（1500ml，PET包裝）,0.27,瓶,名牌食品股份有限公司,2019
瓶裝水（600ml，PET包裝）,0.14,瓶,名牌食品股份有限公司,2019
瓶裝水（330ml，PET包裝）,0.15,瓶,名牌食品股份有限公司,2019
烤酥油（18L）,30,桶,環境部、台灣糖業股份有限公司小港廠,2019
烤酥油（2L）,3.4,瓶,環境部、台灣糖業股份有限公司小港廠,2019
大豆沙拉油（19.56L）,32,桶,環境部、台灣糖業股份有限公司小港廠,2019
大豆沙拉油（18L）,30,桶,環境部、台灣糖業股份有限公司小港廠,2019
大豆沙拉油（3L）,5,瓶,環境部、台灣糖業股份有限公司小港廠,2019
大豆沙拉油（2.6L）,4.5,瓶,環境部、台灣糖業股份有限公司小港廠,2019
大豆沙拉油（2L）,3.4,瓶,環境部、台灣糖業股份有限公司小港廠,2019
大豆沙拉油（1L）,1.7,瓶,環境部、台灣糖業股份有限公司小港廠,2019
大豆沙拉油（0.6L）,1,瓶,環境部、台灣糖業股份有限公司小港廠,2019
鮮蛋,0.105,顆,石安牧場,2019
茶葉蛋,2.4,包,金嘉隆企業有限公司,2019
百貨零售服務,0.035,每平方米‧每小時,太平洋崇光百貨股份有限公司,2019
良質米（高雄139號品種）,6,包,東里碾米工廠,2019
素火腿,1.8,條,儒慧實業有限公司,2019
猴頭菇素火腿,2,條,儒慧實業有限公司,2019
煙燻素火腿,1.9,條,儒慧實業有限公司,2019
洗手乳（1000ml）,1.6,瓶,歐萊德國際股份有限公司,2019
洗髮精（1000ml）,21,瓶,歐萊德國際股份有限公司,2019
住宿服務（二人房）,30,每房-每天,環境部、國泰商旅股份有限公司民生分公司,2019
棉花(未粗疏或精梳),1.47,公斤(kg),財團法人工業技術研究院,2019
密級配瀝青混凝土(1”/2),0.0936,公斤(kg),公路總局蘇花公路改善工程處,2019
蔭豆豉,1.57,公斤(kg),衛生福利部食品藥物管理署,2019
蔭油膏,1.01,公斤(kg),衛生福利部食品藥物管理署,2019
凝乳塊(未發酵),12.4,公斤(kg),衛生福利部食品藥物管理署,2019
瑪琪琳,3.07,公斤(kg),衛生福利部食品藥物管理署,2019
食用烤酥油,3.75,公斤(kg),衛生福利部食品藥物管理署,2019
芝麻醬,1.96,公斤(kg),社團法人臺灣環境管理協會,2019
PP再生塑膠粒,0.524,公斤(kg),宏盛環保科技股份有限公司,2019
HIPS再生塑膠粒,0.531,公斤(kg),宏盛環保科技股份有限公司,2019
ABS再生塑膠粒,0.57,公斤(kg),宏盛環保科技股份有限公司,2019
臺灣自來水(2017),0.299,立方公尺(m3),環境部,2019
潤滑油(未燃燒，2017),1.05,公斤(kg),環境部,2019
煤油使用(2017),2.98,公升(L),環境部,2019
液化石油氣(於固定源使用，2017),2.25,公升(L),環境部,2019
天然氣(於固定源使用，2017),2.6,立方公尺(m3),環境部,2019
車用汽油(於移動源使用，2017),3.02,公升(L),環境部,2019
多結晶矽電池太陽光電模組(60片6吋),320,片,經濟部標準檢驗局,2019
單結晶矽電池太陽光電模組(60片6吋),418,片,經濟部標準檢驗局,2019
預力鋼腱,2.85,公斤(kg),公路總局西部濱海公路南區臨時工程處,2019
多孔隙瀝青混凝土,0.134,公斤(kg),公路總局西部濱海公路南區臨時工程處,2019
密級配瀝青混凝土(混和料比例1.9％),0.0968,公斤(kg),公路總局西部濱海公路南區臨時工程處,2019
密級配瀝青混凝土(混和料比例1.4％),0.0924,公斤(kg),公路總局西部濱海公路南區臨時工程處,2019
密級配瀝青混凝土(混和料比例0％),0.077,公斤(kg),公路總局西部濱海公路南區臨時工程處,2019
粗級配瀝青混凝土(混和料比例2.4％),0.101,公斤(kg),公路總局西部濱海公路南區臨時工程處,2019
粗級配瀝青混凝土(混和料比例1.9％),0.0968,公斤(kg),公路總局西部濱海公路南區臨時工程處,2019
粗級配瀝青混凝土(混和料比例0％),0.0777,公斤(kg),公路總局西部濱海公路南區臨時工程處,2019
無收縮混凝土(420kgf/cm2),493,立方公尺(m3),公路總局西部濱海公路南區臨時工程處,2019
車用汽油(於固定源使用，2017),2.93,公升(L),環境部,2019
預拌混凝土(420kgf/cm2),483,立方公尺(m3),公路總局西部濱海公路南區臨時工程處,2019
早強預拌混凝土(420kgf/cm2，飛灰爐石粉替代率22％),464,立方公尺(m3),公路總局西部濱海公路南區臨時工程處,2019
自充填混凝土(350kgf/cm2),430,立方公尺(m3),公路總局西部濱海公路南區臨時工程處,2019
自充填混凝土(350kgf/cm2),393,立方公尺(m3),公路總局西部濱海公路南區臨時工程處,2019
自充填混凝土(350kgf/cm2),367,立方公尺(m3),公路總局西部濱海公路南區臨時工程處,2019
預拌混凝土(280kgf/cm2),355,立方公尺(m3),公路總局西部濱海公路南區臨時工程處,2019
預拌混凝土(280kgf/cm2),306,立方公尺(m3),公路總局西部濱海公路南區臨時工程處,2019
自充填混凝土(280kgf/cm2),353,立方公尺(m3),公路總局西部濱海公路南區臨時工程處,2019
自充填混凝土(280kgf/cm2),335,立方公尺(m3),公路總局西部濱海公路南區臨時工程處,2019
預拌混凝土(245kgf/cm2),341,立方公尺(m3),公路總局西部濱海公路南區臨時工程處,2019
預拌混凝土(245kgf/cm2),282,立方公尺(m3),公路總局西部濱海公路南區臨時工程處,2019
水中混凝土(210kgf/cm2),359,立方公尺(m3),公路總局西部濱海公路南區臨時工程處,2019
水中混凝土(210kgf/cm2),320,立方公尺(m3),公路總局西部濱海公路南區臨時工程處,2019
預拌混凝土(210kgf/cm2),310,立方公尺(m3),公路總局西部濱海公路南區臨時工程處,2019
預拌混凝土(210kgf/cm2),256,立方公尺(m3),公路總局西部濱海公路南區臨時工程處,2019
預拌混凝土(140kgf/cm2),256,立方公尺(m3),公路總局西部濱海公路南區臨時工程處,2019
預拌混凝土(140kgf/cm2),217,立方公尺(m3),公路總局西部濱海公路南區臨時工程處,2019
輕質骨材混凝土(175kgf/cm2),317,立方公尺(m3),公路總局西部濱海公路南區臨時工程處,2019
控制性低強度回填材料(CLSM),157,立方公尺(m3),公路總局西部濱海公路南區臨時工程處,2019
卜特蘭水泥(Ⅱ型),0.964,公斤(kg),公路總局西部濱海公路南區臨時工程處,2019
粗級配瀝青混凝土(1”),0.0837,公斤(kg),公路總局蘇花公路改善工程處,2019
粗級配瀝青混凝土(1”),0.0894,公斤(kg),公路總局蘇花公路改善工程處,2019
密級配瀝青混凝土(3”/4),0.0808,公斤(kg),公路總局蘇花公路改善工程處,2019
密級配瀝青混凝土(1”/2),0.0834,公斤(kg),公路總局蘇花公路改善工程處,2019
密級配瀝青混凝土(3”/4),0.0875,公斤(kg),公路總局蘇花公路改善工程處,2019
紙盤,1.89,公斤(kg),環境部,2019
紙碗,1.91,公斤(kg),環境部,2019
表面白紙板,0.32,公斤(kg),環境部,2019
PE瓶蓋,15,公斤(kg),環境部,2019
寶特瓶瓶身,4.32,公斤(kg),環境部,2019
PLA蛋盤(10盒裝),4.78,公斤(kg),環境部,2019
壓克力樹脂,2.29,公斤(kg),環境部,2019
強化玻璃,1.75,公斤(kg),環境部,2019
柴油（於捕撈移動源使用，2017）,3.36,公升(L),環境部,2019
柴油（於水路運輸移動源使用，2017）,3.37,公升(L),環境部,2019
柴油（於鐵路運輸與非道路運輸移動源使用，2017）,3.61,公升(L),環境部,2019
柴油(於公路運輸移動源使用，2017),3.38,公升(L),環境部,2019
柴油(於固定源使用，2017),3.35,公升(L),環境部,2019
柴油(未燃燒，2017),0.735,公升(L),環境部,2019
車用汽油(未燃燒，2017),0.658,公升(L),環境部,2019
燃料油使用(蒸餘油/重油使用，2017),3.96,公升(L),環境部,2019
電力碳足跡(2017),0.694,度(kwh),環境部,2019
廢棄物焚化處理服務(苗栗縣垃圾焚化廠),340,公噸(mt),環境部、裕鼎股份有限公司,2018
柴油（未燃燒，泰國，2005）,0.328,公斤(kg),－－－,2018
燃料油（未燃燒，泰國，2005）,0.305,公斤(kg),－－－,2018
汽油（未燃燒，泰國，2005）,0.706,公斤(kg),－－－,2018
液化石油氣（未燃燒，泰國，2008）,0.412,公斤(kg),－－－,2018
液化石油氣（未燃燒，韓國，2006）,0.394,公斤(kg),－－－,2018
